id,food_cd,group_name,food_name,research_year,maker_name,ref_name,serving_size,calorie,carbohydrate,protein,province,sugars,salt,cholesterol,saturated_fatty_acids,trans_fat
4318,D014174,음료 및 차류,아이스 더블카페 라떼,2019,커피빈,식약처('19),355,105.0,9.0,0.0,0.0,0.0,90.0,0.0,3.0,0.0
4319,D014175,음료 및 차류,아이스 에스프레소,2019,커피빈,식약처('19),355,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,D014176,음료 및 차류,콜드브루 라떼,2019,커피빈,식약처('19),355,100.0,31.0,0.0,0.0,0.0,85.0,0.0,3.0,0.0
4321,D014177,음료 및 차류,콜드브루,2019,커피빈,식약처('19),355,5.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
4322,D014178,음료 및 차류,더블카페 라떼,2019,커피빈,식약처('19),355,220.0,18.0,0.0,0.0,0.0,200.0,0.0,7.0,0.0
4323,D014179,음료 및 차류,헤이즐넛 아메리카노,2019,커피빈,식약처('19),355,211.0,24.0,0.0,0.0,0.0,80.0,0.0,7.0,0.0
4324,D014180,음료 및 차류,캐러멜 마키아토,2019,커피빈,식약처('19),355,280.0,46.0,0.0,0.0,0.0,330.0,0.0,4.0,0.0
4325,D014181,음료 및 차류,바닐라 라떼,2019,커피빈,식약처('19),355,280.0,45.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0
4326,D014182,음료 및 차류,모카 라떼,2019,커피빈,식약처('19),355,270.0,46.0,0.0,0.0,0.0,350.0,0.0,3.0,0.0
4327,D014183,음료 및 차류,카페 라떼,2019,커피빈,식약처('19),355,210.0,18.0,0.0,0.0,0.0,180.0,0.0,7.0,0.0
4328,D014184,음료 및 차류,카푸치노,2019,커피빈,식약처('19),355,130.0,11.0,0.0,0.0,0.0,115.0,0.0,4.0,0.0
4329,D014185,음료 및 차류,아메리카노,2019,커피빈,식약처('19),355,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
4330,D014186,음료 및 차류,커피빈커피,2019,커피빈,식약처('19),355,150.0,2.0,0.0,0.0,0.0,125.0,0.0,5.0,0.0
4331,D014187,음료 및 차류,헤이즐넛 라떼,2019,커피빈,식약처('19),355,320.0,47.0,0.0,0.0,0.0,260.0,0.0,9.0,0.0
4332,D014188,음료 및 차류,플랫화이트,2019,커피빈,식약처('19),355,130.0,2.0,0.0,0.0,0.0,120.0,0.0,4.0,0.0
4333,D014189,음료 및 차류,캐러멜 아이스 블렌디드,2019,커피빈,식약처('19),355,370.0,6.0,0.0,0.0,0.0,330.0,0.0,7.0,0.0
4334,D014190,음료 및 차류,헤이즐넛 아이스 블렌디드,2019,커피빈,식약처('19),355,350.0,51.0,0.0,0.0,0.0,190.0,0.0,14.0,0.0
4335,D014191,음료 및 차류,모카 아이스 블렌디드,2019,커피빈,식약처('19),355,270.0,51.0,0.0,0.0,0.0,330.0,0.0,4.5,0.0
4336,D014192,음료 및 차류,바닐라 아이스 블렌디드,2019,커피빈,식약처('19),355,280.0,45.0,0.0,0.0,0.0,320.0,0.0,5.0,0.0
4337,D014193,음료 및 차류,화이트 포레스트 아이스 블렌디드,2019,커피빈,식약처('19),355,370.0,67.0,0.0,0.0,0.0,330.0,0.0,6.0,0.0
4338,D014194,음료 및 차류,블랙 포레스트 아이스 블렌디드,2019,커피빈,식약처('19),355,370.0,67.0,0.0,0.0,0.0,330.0,0.0,6.0,0.0
4339,D014195,음료 및 차류,망고 바나나 아이스 블렌디드,2019,커피빈,식약처('19),355,408.0,52.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
4340,D014196,음료 및 차류,유자 캐모마일 아이스 블렌디드,2019,커피빈,식약처('19),355,323.0,78.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
4341,D014197,음료 및 차류,후레쉬 망고 아이스 블렌디드,2019,커피빈,식약처('19),355,214.0,53.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
4342,D014198,음료 및 차류,베리베리 아이스 블렌디드,2019,커피빈,식약처('19),355,226.0,61.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
4343,D014199,음료 및 차류,그린티 아이스 블렌디드,2019,커피빈,식약처('19),355,310.0,45.0,0.0,0.0,0.0,390.0,0.0,6.0,0.0
4344,D014200,음료 및 차류,퓨어 바닐라 아이스 블렌디드,2019,커피빈,식약처('19),355,310.0,53.0,0.0,0.0,0.0,320.0,0.0,6.0,0.0
4345,D014201,음료 및 차류,퓨어 더블 초코렛 아이스 블렌디드,2019,커피빈,식약처('19),355,300.0,55.0,0.0,0.0,0.0,370.0,0.0,4.5,0.0
4346,D014202,음료 및 차류,커피빈 드립커피,2019,커피빈,식약처('19),355,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4347,D014203,음료 및 차류,콜드 브루,2019,커피빈,식약처('19),355,5.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
4348,D014204,음료 및 차류,콜드 브루 라떼,2019,커피빈,식약처('19),355,100.0,31.0,0.0,0.0,0.0,85.0,0.0,3.0,0.0
4349,D014205,음료 및 차류,구아바주스,2019,커피빈,식약처('19),355,95.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4350,D014206,음료 및 차류,파인클렌즈,2019,커피빈,식약처('19),355,88.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,D014207,음료 및 차류,감귤당근주스,2019,커피빈,식약처('19),355,81.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4352,D014208,음료 및 차류,수박주스,2019,커피빈,식약처('19),355,95.0,23.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4353,D014209,음료 및 차류,토마토주스,2019,커피빈,식약처('19),355,65.0,15.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0
4354,D014210,음료 및 차류,레드밸런스,2019,커피빈,식약처('19),355,90.0,23.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
4355,D014211,음료 및 차류,프룻밸런스,2019,커피빈,식약처('19),355,80.0,20.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
4356,D014212,음료 및 차류,그린밸런스,2019,커피빈,식약처('19),355,85.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,D014213,음료 및 차류,슈퍼밸런스,2019,커피빈,식약처('19),355,100.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
4358,D014214,음료 및 차류,스트로베리 주스,2019,커피빈,식약처('19),355,100.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
4359,D014215,음료 및 차류,스파클링 스웨디쉬 레몬,2019,커피빈,식약처('19),355,230.0,77.0,0.0,0.0,0.0,154.0,0.0,0.9,0.0
4360,D014216,음료 및 차류,스파클링 망고,2019,커피빈,식약처('19),355,207.0,52.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0
4361,D014217,음료 및 차류,아이스 더블 초코렛,2019,커피빈,식약처('19),355,210.0,33.0,0.0,0.0,0.0,260.0,0.0,6.0,0.0
4362,D014218,음료 및 차류,핫 더블 초코렛,2019,커피빈,식약처('19),355,280.0,48.0,0.0,0.0,0.0,370.0,0.0,3.0,0.0
4363,D014219,음료 및 차류,핫 바닐라,2019,커피빈,식약처('19),355,290.0,47.0,0.0,0.0,0.0,340.0,0.0,4.0,0.0
4364,D014220,빵류,생크림 크루아상,2019,커피빈,식약처('19),95,399.0,34.0,5.0,27.0,11.0,280.0,0.0,19.0,0.6
4365,D014221,빵류,블루베리 초코칩 스콘,2019,커피빈,식약처('19),110,485.0,67.0,7.0,21.0,24.0,490.0,0.0,13.0,0.07
4366,D014222,빵류,초코 후르츠 머핀,2019,커피빈,식약처('19),138,557.0,20.0,0.0,0.0,0.0,10.0,0.0,15.0,0.0
4367,D014223,빵류,오렌지 머핀,2019,커피빈,식약처('19),138,557.0,61.0,9.0,33.0,34.0,270.0,0.0,16.0,0.86
4368,D014224,빵류,크로크무슈,2019,커피빈,식약처('19),1400,388.0,45.0,18.0,15.0,3.2,748.0,0.0,9.0,0.13
4369,D014225,빵류,크림 치즈 머핀,2019,커피빈,식약처('19),128,525.0,68.0,9.0,29.0,32.0,309.0,0.0,18.0,1.0
4370,D014226,빵류,플레인 베이글,2019,커피빈,식약처('19),120,315.0,63.0,12.0,1.6,8.0,398.0,0.0,0.4,0.0
4371,D014227,빵류,치즈 베이글,2019,커피빈,식약처('19),120,389.0,47.0,12.0,17.0,9.0,206.0,0.0,6.0,0.0
4372,D014228,빵류,쌀 블루베리 베이글,2019,커피빈,식약처('19),120,321.0,63.0,13.0,2.0,11.0,274.0,0.0,2.0,0.0
4373,D014229,빵류,햄 치즈 포카치아,2019,커피빈,식약처('19),100,191.0,21.0,11.0,7.0,2.0,526.0,0.0,2.1,0.0
4374,D014230,빵류,햄 치즈 잉글리쉬 머핀,2019,커피빈,식약처('19),100,186.0,22.0,11.0,6.0,1.0,536.0,0.0,2.7,0.0
4375,D014231,빵류,떠먹는 레드벨벳,2019,커피빈,식약처('19),110,390.0,34.0,5.0,26.0,22.0,250.0,0.0,11.0,0.0
4376,D014232,빵류,떠먹는 티라미수,2019,커피빈,식약처('19),120,341.0,23.0,6.0,25.0,16.0,200.0,0.0,16.0,0.0
4377,D014233,빵류,헤이즐넛초코케익,2019,커피빈,식약처('19),205,907.0,69.0,16.0,63.0,58.0,130.0,0.0,33.0,0.0
4378,D014235,빵류,다크초코롤,2019,커피빈,식약처('19),160,541.0,59.0,11.0,29.0,8.0,70.0,0.0,16.0,0.06
4379,D014236,빵류,시카고 치즈 케익,2019,커피빈,식약처('19),110,409.0,28.0,9.0,29.0,23.0,260.0,0.0,18.0,1.44
4380,D014237,빵류,초콜릿 무스 케익,2019,커피빈,식약처('19),120,448.0,34.0,6.0,32.0,22.0,110.0,0.0,21.0,0.49
4381,D014238,빵류,까망베르 치즈 타르트,2019,커피빈,식약처('19),85,258.0,27.0,6.0,14.0,14.0,180.0,0.0,9.0,0.4
4382,D014239,빵류,티라미수 큐브,2019,커피빈,식약처('19),160,467.0,39.0,6.0,31.0,28.0,170.0,0.0,20.0,0.0
4383,D014240,빵류,쁘띠 까망베르 치즈 케익,2019,커피빈,식약처('19),300,948.0,86.0,16.0,60.0,52.0,360.0,0.0,43.0,0.99
4384,D014241,빵류,생크림 카스테라,2019,커피빈,식약처('19),210,700.0,66.0,10.0,44.0,45.0,260.0,0.0,20.0,0.59
4385,D014242,빵류,밀크레이프,2019,커피빈,식약처('19),100,287.96,25.14,7.88,17.32,12.35,77.39,0.0,6.14,0.06
4386,D014243,빵류,티라미수 크레이프,2019,커피빈,식약처('19),100,304.87,24.25,7.8,19.63,13.67,89.23,0.0,5.51,0.08
4387,D014244,빵류,에그 베이컨 브리오쉬,2019,커피빈,식약처('19),140,400.0,39.0,16.0,20.0,6.0,980.0,0.0,6.0,0.0
4388,D014245,빵류,루꼴라&햄 페스토 샌드위치,2019,커피빈,식약처('19),180,365.0,37.0,16.0,17.0,7.0,660.0,0.0,4.4,0.0
4389,D014246,빵류,크랜베리 아몬드 치킨 샌드위치,2019,커피빈,식약처('19),180,365.0,35.0,18.0,17.0,5.0,760.0,0.0,2.9,0.0
4390,D014247,빵류,B.E.L.T 샌드위치,2019,커피빈,식약처('19),230,440.0,48.0,17.0,20.0,5.0,1010.0,0.0,6.0,0.0
4391,D014248,빵류,모짜렐라 치킨 머쉬룸 샌드위치,2019,커피빈,식약처('19),180,409.0,44.0,20.0,17.0,6.0,760.0,0.0,3.5,0.0
4392,D014249,빵류,매콤 치킨 치즈 샌드위치,2019,커피빈,식약처('19),240,470.0,50.0,25.0,19.0,16.0,1310.0,0.0,5.0,0.0
4393,D014250,빵류,에그 잼 사라다 샌드위치,2019,커피빈,식약처('19),170,346.0,43.0,12.0,14.0,2.0,500.0,0.0,3.0,0.0
4394,D014251,빵류,에그 햄 치즈 베이글,2019,커피빈,식약처('19),210,450.0,65.0,25.0,10.0,5.0,1010.0,0.0,5.0,0.06
4395,D014252,과자류,얼그레이 초코 마카롱,2019,커피빈,식약처('19),42,193.0,23.0,3.0,9.7,19.0,16.9,0.0,3.9,0.0
4396,D014253,과자류,바닐라 빈 마카롱,2019,커피빈,식약처('19),42,195.0,20.0,2.8,11.0,18.0,18.8,0.0,4.3,0.0
4397,D014254,과자류,솔티카라멜 마카롱,2019,커피빈,식약처('19),42,165.0,24.0,2.2,9.7,19.0,60.0,0.0,4.8,0.0
4398,D014255,과자류,라즈베리 마카롱,2019,커피빈,식약처('19),42,165.0,21.8,2.4,7.5,18.6,16.4,0.0,2.8,0.0
4399,D014256,과자류,솔티카라멜 다쿠아즈,2019,커피빈,식약처('19),45,204.0,18.7,3.6,12.8,15.2,43.6,0.0,5.8,0.0
4400,D014257,과자류,초코바나나 다쿠아즈,2019,커피빈,식약처('19),55,246.0,21.8,4.4,15.6,17.6,26.6,0.0,7.0,0.0
4401,D014258,과자류,황금 보리 초코 건빵,2019,커피빈,식약처('19),30,280.0,38.0,5.0,12.0,16.0,130.0,0.0,7.0,0.0
4402,D014262,빵류,휘낭시에,2019,커피빈,식약처('19),50,230.0,22.0,0.0,0.0,0.0,110.0,0.0,8.0,0.0
4403,D014263,과자류,베어베터 쿠키,2019,커피빈,식약처('19),55,272.0,36.0,0.0,0.0,0.0,159.0,0.0,7.0,0.0
4404,D014264,과자류,라이스 리얼 초코칩 쿠키,2019,커피빈,식약처('19),50,240.0,29.0,0.0,0.0,0.0,190.0,0.0,6.0,0.0
4405,D014265,과자류,현미 체다치즈롤,2019,커피빈,식약처('19),10,50.0,6.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0
4406,D014267,음료 및 차류,헤이즐넛향 아메리카노,2019,커피빈,식약처('19),15,70.0,11.0,0.7,2.5,7.0,25.0,0.0,18.0,0.0
4407,D014272,음료 및 차류,커피빈 아메리카노,2019,커피빈,식약처('19),230,10.0,1.4,0.5,0.0,0.0,30.0,0.0,0.0,0.0
4408,D014273,음료 및 차류,아메리치노 흑당라떼 ICE,2019,앤젤리너스,식약처('19),430,245.0,48.0,5.0,0.0,108.0,70.0,0.0,2.5,0.0
4409,D014274,음료 및 차류,아메리치노 흑당 ICE,2019,앤젤리너스,식약처('19),490,159.0,38.0,2.0,0.0,35.0,10.0,0.0,0.0,0.0
4410,D014275,음료 및 차류,오트밀 라떼 HOT,2019,앤젤리너스,식약처('19),282,169.0,21.0,9.0,0.0,12.0,151.0,0.0,5.0,0.0
4411,D014276,음료 및 차류,아메리치노 라떼 ICE,2019,앤젤리너스,식약처('19),450,227.0,30.0,8.0,0.0,28.0,135.0,0.0,5.4,0.0
4412,D014277,음료 및 차류,콜드브루 To-Go ICE,2019,앤젤리너스,식약처('19),340,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4413,D014278,음료 및 차류,아메리치노 (Original) ICE,2019,앤젤리너스,식약처('19),410,14.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0
4414,D014279,음료 및 차류,콜브브루 더치커피 ICE,2019,앤젤리너스,식약처('19),360,6.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
4415,D014280,음료 및 차류,아메리카노 HOT,2019,앤젤리너스,식약처('19),300,9.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
4416,D014281,음료 및 차류,카푸치노 HOT,2019,앤젤리너스,식약처('19),220,113.0,9.0,6.0,0.0,8.0,101.0,0.0,4.0,0.0
4417,D014282,음료 및 차류,카페라떼 HOT,2019,앤젤리너스,식약처('19),280,152.0,12.0,8.0,0.0,11.0,137.0,0.0,5.0,0.0
4418,D014283,음료 및 차류,바닐라 카페라떼 HOT,2019,앤젤리너스,식약처('19),280,207.0,29.0,7.0,0.0,28.0,121.0,0.0,4.0,0.0
4419,D014284,음료 및 차류,카라멜마끼아또 HOT,2019,앤젤리너스,식약처('19),289,231.0,31.0,8.0,0.0,29.0,137.0,0.0,5.0,0.0
4420,D014285,음료 및 차류,카페모카 HOT,2019,앤젤리너스,식약처('19),310,334.0,29.0,8.0,0.0,26.0,135.0,0.0,13.0,0.0
4421,D014286,음료 및 차류,제주 청귤 스노우,2019,앤젤리너스,식약처('19),533,442.0,109.0,1.0,0.0,98.0,55.0,0.0,0.0,0.0
4422,D014287,음료 및 차류,멜론 스노우,2019,앤젤리너스,식약처('19),436,350.0,62.0,11.0,0.0,61.0,175.8,0.0,4.0,0.0
4423,D014288,음료 및 차류,워터멜론 스노우,2019,앤젤리너스,식약처('19),502,298.0,70.0,1.0,0.0,70.0,37.8,0.0,0.3,0.0
4424,D014289,음료 및 차류,오트밀 카라멜 스노우,2019,앤젤리너스,식약처('19),465,374.0,64.0,9.0,0.0,40.0,185.0,0.0,3.6,0.0
4425,D014290,음료 및 차류,오트밀 블루베리 스노우,2019,앤젤리너스,식약처('19),478,371.0,67.0,8.0,0.0,43.0,155.0,0.0,2.9,0.0
4426,D014291,음료 및 차류,코코넛 밀크 스노우 ICE,2019,앤젤리너스,식약처('19),481,499.0,76.0,4.0,0.0,51.0,110.0,0.0,7.5,0.0
4427,D014292,음료 및 차류,한라봉 스노우,2019,앤젤리너스,식약처('19),501,400.0,90.0,1.0,0.0,90.0,10.0,0.0,0.8,0.0
4428,D014293,음료 및 차류,망고 스노우,2019,앤젤리너스,식약처('19),500,353.0,87.0,0.0,0.0,77.0,15.0,0.0,0.1,0.0
4429,D014294,음료 및 차류,요거트 스노우,2019,앤젤리너스,식약처('19),472,403.0,85.0,5.0,0.0,81.0,150.0,0.0,2.6,0.0
4430,D014295,음료 및 차류,딸기 스노우,2019,앤젤리너스,식약처('19),520,340.0,74.0,3.0,0.0,67.0,40.0,0.0,1.1,0.0
4431,D014296,음료 및 차류,블루베리 스노우,2019,앤젤리너스,식약처('19),484,334.0,68.0,4.0,0.0,63.0,90.0,0.0,2.6,0.0
4432,D014297,음료 및 차류,그린티 스노우,2019,앤젤리너스,식약처('19),497,550.0,85.0,8.0,0.0,74.0,180.0,0.0,10.8,0.0
4433,D014298,음료 및 차류,자바 초코렛 칩 스노우,2019,앤젤리너스,식약처('19),545,556.0,94.0,7.0,0.0,39.0,90.0,0.0,11.3,0.0
4434,D014299,음료 및 차류,쿠키&크림 스노우,2019,앤젤리너스,식약처('19),531,668.0,108.0,10.0,0.0,42.0,190.0,0.0,12.6,0.0
4435,D014300,음료 및 차류,루이보스 아몬드 밀크티 HOT,2019,앤젤리너스,식약처('19),390,335.0,47.6,9.6,0.0,48.0,194.5,0.0,7.0,0.0
4436,D014301,음료 및 차류,얼그레이 밀크티 HOT,2019,앤젤리너스,식약처('19),390,330.0,46.6,9.6,0.0,47.0,192.1,0.0,7.0,0.0
4437,D014302,음료 및 차류,제주 청귤 에이드 ICE,2019,앤젤리너스,식약처('19),464,184.0,45.0,1.0,0.0,39.0,10.0,0.0,0.0,0.0
4438,D014303,음료 및 차류,제주 청귤 주스 ICE,2019,앤젤리너스,식약처('19),511,264.0,65.0,1.0,0.0,58.0,5.0,0.0,0.0,0.0
4439,D014304,음료 및 차류,워터멜론 주스 ICE,2019,앤젤리너스,식약처('19),481,201.0,46.0,1.2,0.0,46.0,16.8,0.0,0.3,0.0
4440,D014305,음료 및 차류,피치우롱 HOT,2019,앤젤리너스,식약처('19),400,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,D014306,음료 및 차류,피치우롱 ICE,2019,앤젤리너스,식약처('19),430,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4442,D014307,음료 및 차류,얼그레이 리저브 HOT,2019,앤젤리너스,식약처('19),400,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,D014308,음료 및 차류,얼그레이 리저브 ICE,2019,앤젤리너스,식약처('19),430,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4444,D014309,음료 및 차류,쿨민트 HOT,2019,앤젤리너스,식약처('19),400,9.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
4445,D014310,음료 및 차류,쿨민트 ICE,2019,앤젤리너스,식약처('19),430,9.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
4446,D014311,음료 및 차류,크림슨 펀치 HOT,2019,앤젤리너스,식약처('19),400,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,D014312,음료 및 차류,크림슨 펀치 ICE,2019,앤젤리너스,식약처('19),430,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4448,D014313,음료 및 차류,루이보스 빌베리 HOT,2019,앤젤리너스,식약처('19),400,11.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4449,D014314,음료 및 차류,루이보스 빌베리 ICE,2019,앤젤리너스,식약처('19),430,11.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
4450,D014315,음료 및 차류,로얄 캐모마일 HOT,2019,앤젤리너스,식약처('19),400,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,D014316,음료 및 차류,로얄 캐모마일 ICE,2019,앤젤리너스,식약처('19),430,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4452,D014317,음료 및 차류,로즈힙 밀크티 HOT,2019,앤젤리너스,식약처('19),330,490.0,65.0,11.4,0.0,52.0,225.0,0.0,15.7,0.0
4453,D014318,음료 및 차류,로즈힙 밀크티 ICE,2019,앤젤리너스,식약처('19),388,409.0,59.0,7.7,0.0,46.0,150.0,0.0,12.9,0.0
4454,D014319,음료 및 차류,오리지널 밀크티 HOT,2019,앤젤리너스,식약처('19),330,494.0,64.0,11.4,0.0,53.0,215.0,0.0,16.6,0.0
4455,D014320,음료 및 차류,오리지널 밀크티 ICE,2019,앤젤리너스,식약처('19),388,412.0,58.0,7.4,0.0,47.0,140.0,0.0,13.8,0.0
4456,D014321,음료 및 차류,유자티 HOT,2019,앤젤리너스,식약처('19),430,260.0,64.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0
4457,D014322,음료 및 차류,나이트로 그린티 애플 ICE,2019,앤젤리너스,식약처('19),325,109.0,27.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0
4458,D014323,음료 및 차류,나이트로 히비스커스 라즈베리 ICE,2019,앤젤리너스,식약처('19),280,93.0,23.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
4459,D014324,음료 및 차류,한라봉 스파클링 에이드 ICE,2019,앤젤리너스,식약처('19),471,418.0,100.0,1.0,0.0,37.0,15.0,0.0,0.3,0.0
4460,D014325,음료 및 차류,자색고구마라떼 HOT,2019,앤젤리너스,식약처('19),377,246.0,24.0,9.9,0.0,22.0,205.0,0.0,7.3,0.0
4461,D014326,음료 및 차류,자색고구마라떼 ICE,2019,앤젤리너스,식약처('19),429,175.0,18.0,6.8,0.0,17.0,140.0,0.0,5.0,0.0
4462,D014327,음료 및 차류,레드자몽스파클링에이드 ICE,2019,앤젤리너스,식약처('19),483,113.0,27.0,0.6,0.0,16.0,30.0,0.0,0.0,0.0
4463,D014328,음료 및 차류,스트로베리 스파클링에이드 ICE,2019,앤젤리너스,식약처('19),483,89.0,19.0,1.0,0.0,16.0,5.0,0.0,0.0,0.0
4464,D014329,음료 및 차류,레몬티 HOT,2019,앤젤리너스,식약처('19),436,247.0,62.0,0.2,0.0,60.0,20.0,0.0,0.1,0.0
4465,D014330,음료 및 차류,아이스티 ICE,2019,앤젤리너스,식약처('19),467,217.0,54.0,0.1,0.0,53.0,0.0,0.0,0.0,0.0
4466,D014331,음료 및 차류,핫초코 HOT,2019,앤젤리너스,식약처('19),383,468.0,56.0,12.0,0.0,48.0,290.0,0.0,14.3,0.0
4467,D014332,음료 및 차류,아이스초코 ICE,2019,앤젤리너스,식약처('19),453,396.0,50.0,8.7,0.0,42.0,225.0,0.0,11.8,0.0
4468,D014333,음료 및 차류,그린 밀크티 HOT,2019,앤젤리너스,식약처('19),373,351.0,48.0,11.5,0.0,46.0,210.0,0.0,7.5,0.0
4469,D014334,음료 및 차류,그린 밀크티 ICE,2019,앤젤리너스,식약처('19),438,227.0,42.0,8.1,0.0,40.0,140.0,0.0,5.0,0.0
4470,D014335,빵류,오리지널 카쉬,2019,앤젤리너스,식약처('19),233,744.0,76.0,15.0,0.0,41.0,430.0,0.0,10.0,0.0
4471,D014336,빵류,레드벨벳 카쉬,2019,앤젤리너스,식약처('19),233,706.0,81.0,14.0,0.0,50.0,260.0,0.0,7.0,0.0
4472,D014337,빵류,코코넛 카쉬,2019,앤젤리너스,식약처('19),223,717.0,76.0,15.0,0.0,41.0,260.0,0.0,7.0,0.0
4473,D014338,빵류,초코 카쉬,2019,앤젤리너스,식약처('19),233,698.0,76.0,15.0,0.0,41.0,260.0,0.0,6.0,0.0
4474,D014339,빵류,멜론 케이크,2019,앤젤리너스,식약처('19),120,300.0,36.0,3.0,0.0,17.0,107.0,0.0,12.0,0.0
4475,D014340,빵류,워터멜론 케이크,2019,앤젤리너스,식약처('19),130,375.0,38.0,4.0,0.0,17.0,188.0,0.0,13.0,0.0
4476,D014341,빵류,크림 베리 케이크,2019,앤젤리너스,식약처('19),156,450.0,45.0,7.0,0.0,29.0,140.0,0.0,17.0,0.0
4477,D014342,아이스크림류,망고 피치 빙수,2019,앤젤리너스,식약처('19),540,389.0,96.0,2.0,0.0,89.0,75.0,0.0,1.9,0.0
4478,D014343,아이스크림류,오리지널 팥빙수,2019,앤젤리너스,식약처('19),400,530.0,110.0,10.0,0.0,52.0,210.0,0.0,4.0,0.0
4479,D014344,아이스크림류,망고 코코넛칩 빙수,2019,앤젤리너스,식약처('19),390,385.0,70.0,5.0,0.0,35.0,125.0,0.0,8.0,0.0
4480,D014345,아이스크림류,밀크 베리 빙수,2019,앤젤리너스,식약처('19),530,380.0,71.0,5.0,0.0,67.0,70.0,0.0,6.0,0.0
4481,D014346,빵류,마스카포네 티라미수 케이크,2019,앤젤리너스,식약처('19),142,411.0,38.0,5.0,0.0,22.0,120.0,0.0,19.0,0.0
4482,D014347,빵류,프리미엄 머쉬룸 베이컨 샌드위치,2019,앤젤리너스,식약처('19),170,325.0,25.0,15.0,0.0,19.0,390.0,0.0,5.0,0.0
4483,D014348,빵류,프리미엄 치킨 샌드위치,2019,앤젤리너스,식약처('19),170,345.0,24.0,17.0,0.0,18.0,890.0,0.0,6.0,0.0
4484,D014349,빵류,모짜렐라 치즈 포카치아,2019,앤젤리너스,식약처('19),190,585.0,45.0,20.0,0.0,35.0,910.0,0.0,6.0,0.0
4485,D014350,빵류,핑크 베리 토르테,2019,앤젤리너스,식약처('19),101,345.0,39.0,5.0,0.0,25.0,45.0,0.0,12.0,0.0
4486,D014351,빵류,크림 치즈 캐롯 케익,2019,앤젤리너스,식약처('19),141,549.0,53.0,5.0,0.0,36.0,160.0,0.0,15.0,0.0
4487,D014352,빵류,베리 팬케익,2019,앤젤리너스,식약처('19),256,616.8,74.0,11.3,0.0,54.0,326.1,0.0,15.0,0.0
